cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15,cov16,cov17,cov18,cov19,cov20,Treated,outcome123
Good,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,1.0,1.0,75.84999228437826
Bad,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,0.0,0.0,110.16642094105775
Good,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,1.0,0.0,155.21710640140645
Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,1.0,0.0,141.05833103981251
Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,0.0,0.0,195.96881456990428
Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,0.0,1.0,175.2135528362979
Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,0.0,0.0,159.85598976933338
Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,0.0,1.0,78.52737012855972
Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Good,1.0,1.0,225.7437039293554
Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,1.0,1.0,176.5553765421939
Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,1.0,1.0,141.03438649782504
Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,0.0,0.0,109.80319361728243
Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,1.0,0.0,156.54890534878442
Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,1.0,0.0,64.60522678240838
Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,0.0,1.0,109.01813366839072
Good,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,1.0,1.0,115.20140392402928
Bad,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Bad,Good,0.0,1.0,189.0821020033914
Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,1.0,0.0,64.13011113356006
Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Bad,0.0,0.0,130.1205295025515
Good,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,0.0,1.0,93.34784244575356
Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,0.0,0.0,154.20421840265396
Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,0.0,1.0,138.2776130303813
Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,0.0,0.0,173.17396052959037
Good,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,1.0,1.0,154.82336585899495
Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Good,0.0,0.0,150.3936716991419
Bad,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,0.0,0.0,160.98990158912463
Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,0.0,1.0,120.13769903807986
Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,1.0,0.0,96.22506229393595
Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,1.0,0.0,166.40988483868531
Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,Good,1.0,1.0,92.11636238764059
Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,0.0,0.0,105.22747630302156
Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,1.0,1.0,273.84932558962004
Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Good,0.0,0.0,169.95994676267347
Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,Good,Bad,1.0,0.0,201.01436181273303
Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,1.0,0.0,115.88337866394869
Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Bad,1.0,0.0,115.45877284776871
Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,1.0,0.0,144.16605124787313
Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,1.0,1.0,104.68448282082676
Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Good,1.0,1.0,223.6812548823821
Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,1.0,1.0,205.05725094849745
Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,1.0,1.0,135.43458245589443
Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,1.0,0.0,184.71103489330602
Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,Good,Bad,0.0,1.0,214.92434191679652
Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Bad,1.0,1.0,56.5241602422152
Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Bad,1.0,1.0,93.40424478228394
Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,1.0,0.0,131.72186001700769
Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,0.0,0.0,180.97769938329745
Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,0.0,0.0,224.72691086460014
Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,1.0,0.0,109.02437400319698
Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,0.0,1.0,204.69678130768924
Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,0.0,0.0,144.87815953066118
Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,1.0,1.0,79.38540348873471
Good,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Good,1.0,0.0,193.9546464099403
Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Good,0.0,1.0,160.63601451813676
Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,0.0,0.0,188.58829435193397
Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,1.0,0.0,80.64672810327048
Bad,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,1.0,1.0,139.94699476381314
Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,0.0,0.0,125.43395488237516
Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,1.0,1.0,140.85507637330596
Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,1.0,0.0,177.09324666425886
Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Good,1.0,1.0,123.86758840472136
Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Bad,1.0,0.0,165.73561446029058
Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,1.0,1.0,110.90655286219618
Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,0.0,0.0,221.68780298358143
Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,1.0,1.0,180.61832644405396
Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,1.0,0.0,94.47607939151884
Good,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,0.0,1.0,89.28745431977661
Good,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,1.0,1.0,85.47995724847105
Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Bad,1.0,1.0,123.99054186707883
Good,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,0.0,0.0,140.04414768714548
Bad,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,Good,Bad,Good,0.0,1.0,127.16395970161587
Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,0.0,1.0,221.00709439303319
Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,1.0,1.0,204.835945545874
Good,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,1.0,1.0,145.156817740814
Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,1.0,1.0,195.7387334907838
Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,0.0,1.0,84.0246537231104
Bad,Good,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,Bad,Good,1.0,1.0,185.3951427577533
Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,0.0,1.0,114.8532478377357
Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,0.0,1.0,245.0263375930489
Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,1.0,0.0,194.64839073820542
Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,0.0,1.0,163.5677892275054
Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,0.0,1.0,175.0136413996921
Bad,Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,0.0,1.0,162.20616107064862
Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,1.0,1.0,144.64793153754223
Good,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,0.0,0.0,209.3035945540166
Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,1.0,1.0,213.24171448591014
Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,0.0,0.0,160.30168060862374
Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,1.0,0.0,153.81037126435717
Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,1.0,0.0,138.8099235944803
Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,1.0,1.0,145.74001800403298
Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,0.0,0.0,166.27313125655385
Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,1.0,1.0,133.12756120351077
Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,0.0,0.0,143.7362112100266
Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,1.0,1.0,184.4135515079052
Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,1.0,1.0,120.21048368433758
Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,1.0,1.0,110.78597899759858
Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,1.0,0.0,192.57480683308074
Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,1.0,0.0,124.24589024048672
Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,0.0,0.0,170.12742943475487
Good,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,1.0,0.0,129.55594982456591
Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,1.0,1.0,148.8477050283766
Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,0.0,1.0,88.46698770869659
Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,1.0,0.0,98.11216513076042
Good,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Good,0.0,1.0,188.54548657865627
Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,1.0,0.0,188.36770012581425
Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,1.0,0.0,190.21055754725984
Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Bad,0.0,0.0,189.41468977031502
Good,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,1.0,1.0,170.52054916609282
Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,0.0,0.0,93.5721146645103
Good,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,0.0,0.0,145.46417620442418
Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,1.0,0.0,117.49171823936899
Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,1.0,0.0,180.49561097906243
Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,1.0,1.0,170.1771508903617
Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,1.0,1.0,223.74837107757915
Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,1.0,1.0,164.3425842572326
Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,0.0,0.0,139.42311271878478
Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,1.0,1.0,188.81630628597335
Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Bad,Good,1.0,0.0,101.47221969721303
Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,0.0,1.0,164.9222726557492
Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,1.0,0.0,75.1189524352522
Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,1.0,1.0,139.62190354945386
Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,1.0,0.0,129.5041213300054
Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Good,0.0,0.0,150.36057960522817
Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Good,1.0,0.0,61.45023875873842
Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Bad,Good,1.0,0.0,106.46883493889496
Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,0.0,1.0,120.82248018489382
Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,1.0,1.0,90.98791316520472
Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Bad,0.0,1.0,146.5871793893781
Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Bad,1.0,0.0,166.5553045688254
Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,1.0,0.0,115.11498187051048
Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,1.0,1.0,139.6390896119185
Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,0.0,1.0,109.74782145461764
Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,1.0,0.0,135.2813397406008
Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,1.0,1.0,189.0622295084136
Good,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,1.0,1.0,75.6003974572548
Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,1.0,1.0,101.41997108321578
Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,1.0,1.0,206.39320272032532
Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,1.0,1.0,124.95621149901598
Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,0.0,1.0,263.4755001270711
Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Good,1.0,0.0,69.77940602592902
Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,0.0,1.0,49.93112962985647
Bad,Good,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Good,1.0,1.0,118.80661181658657
Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,0.0,0.0,185.44453097898716
Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,1.0,1.0,41.24967193169154
Bad,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,1.0,1.0,175.7118323222789
Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,0.0,1.0,194.67408430225228
Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,0.0,0.0,83.4683079949932
Bad,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Good,1.0,0.0,244.595543277992
Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,1.0,0.0,108.46804753940977
Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Good,1.0,0.0,95.21940264942242
Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,0.0,1.0,69.89778822769874
Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,0.0,1.0,129.78835584510858
Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,1.0,0.0,143.75888215957022
Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,1.0,0.0,159.57589678507603
Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,0.0,1.0,12.779681216988449
Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,1.0,1.0,109.50412443907848
Bad,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,0.0,0.0,159.36609988959552
Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,0.0,1.0,5.967442136898224
Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,0.0,1.0,214.1281139248045
Good,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,0.0,1.0,89.64895162405534
Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,1.0,0.0,139.80754356906215
Good,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,1.0,1.0,89.22473793080195
Bad,Good,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,0.0,0.0,138.49904955450137
Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,Good,1.0,1.0,181.14545254975388
Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,0.0,0.0,64.29452832293507
Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,0.0,0.0,110.75512341709242
Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,1.0,1.0,170.37617512218878
Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,0.0,0.0,94.69733177396084
